"","post_id","type","timestamp","caption","hashtags","n_hashtags","is_video","video_views","n_likes","n_comments","n_uniq_commenters"
"435","ig435","GraphImage",2019-08-27 21:23:52,"Sampurasun wargi #JabarJuara !<U+2063><U+2063>Pekan ini, Jabar Digital Service dan @diskominfojabar kembali mengadakan Tech Update dengan volume ke-9 yang mengangkat tema “Future Transformation of Infrastructure and Data for a Digital Province”.<U+2063><U+2063>Saat ini, ‘smart city’ sedang menjadi perbincangan cukup hangat di Indonesia. Karena banyaknya masalah yang dihadapi kawasan perkotaan, lahirlah konsep ‘smart city’ atau Kota Cerdas.<U+2063><U+2063>Kini, perbincangan mengenai ‘smart city’ di Jawa Barat telah berkembang menjadi ‘digital province’, yaitu bagaimana pemerintah provinsi membentuk perilaku dan budaya masyarakat untuk menjadi lebih baik dengan memanfaatkan teknologi, termasuk di dalamnya pengembangan infrastruktur yang menunjang serta pemanfaatan big data yang menjadi faktor penting untuk mewujudkan konsep tersebut. <U+2063><U+2063>Tech Update Vol. 9 akan diisi oleh:<U+2063><U+2063>1. Christanto Suryadarma – Senior Director & General Manager, Hewiett Packard Enterprise Asia Pacific<U+2063><U+2063>2. Firman Brilian – Lead of Data Scientist & Engineer, PT LEN Industri (Persero)<U+2063><U+2063>Acara ini akan dilaksanakan pada Jumat, 30 Agustus 2019, pukul 15.30 di Aula Diskominfo Jabar (lt. 4), Jalan Tamansari no. 55. Kami mengundang wargi #JabarJuara untuk berdiskusi di Tech Update. Segera daftar di: event.jabarprov.go.id. Jangan sampai ketinggalan karena KURSI TERBATAS!<U+2063><U+2063>Bagi yang tidak berdomisili di Bandung, jangan khawatir! Kami akan LIVE di instagram @jabardigitalservice sepanjang acara.<U+2063>Sampai bertemu hari Jumat!","JabarJuara",1,FALSE,NA,95,0,0
"436","ig436","GraphSidecar",2019-08-27 10:51:53,"Jawa Barat memiliki visi untuk menjadi Provinsi Digital yang mengedepankan pemerintahan berbasis teknologi dan data. Salah satu usaha untuk mencapai cita-cita ini, Pemprov Jabar menggaet perusahaan teknologi rintisan lokal untuk mengeksekusi program-program strategis seperti “Desa Digital”. <U+2063><U+2063>Selasa (21/08) Gubernur @ridwankamil menandatangani Kesepakatan Bersama (MoU) dengan startup lokal eFishery untuk mengembangkan Desa Perikanan Digital Jawa Barat di Sukabumi. <U+2063><U+2063>Pilot Desa Perikanan Digital ini telah diluncurkan sebelumnya di Desa Puntang, Losarang, Indramayu pada Desember 2018 lalu. Penggunaan mesin autofeeder dari eFishery yang dilengkapi dengan teknologi Internet of Things (IoT) sehingga peternak bisa mengontrol waktu dan jumlah pakan ke tambak ini telah berhasil meningkatkan hasil panen dan pendapatan peternak lele di Desa Puntang.<U+2063><U+2063>“Ini [penerapan teknologi IoT pada perikanan] yang disebut industri 4.0 diaplikasikan di desa-desa Jawa Barat,” ujar Ridwan Kamil setelah MoU ditandatangani. <U+2063><U+2063>MoU dengan eFishery ini ditandatangani pada gelar Teknologi Tepat Guna (TTG) Tingkat Provinsi Jawa Barat ke-IX, di mana masyarakat perwakilan dari Kabupaten/Kota se-Jawa Barat menampilkan inovasi-inovasi teknologi tepat guna yang mereka ciptakan. <U+2063>#jds #JabarJuara #JabarDigitalProvince #JabarProvinsiDigital #JabarProvinsiDigital #desadigital #teknologitepatguna #teknologitepatguna2019 #ttgix #ridwankamil #sukabumi","ridwankamil, desadigital, ttgix, JabarProvinsiDigital, jds, JabarDigitalProvince, sukabumi, teknologitepatguna2019, teknologitepatguna, JabarJuara",10,FALSE,NA,127,1,1
"437","ig437","GraphSidecar",2019-08-25 20:21:35,"Sobat JDS, Bappenas memprediksikan pada 2030-2040 Indonesia akan menikmati  BONUS DEMOGRAFI dengan jumlah penduduk usia produktif yang mencapai 64% dari total populasi, atau sekitar 297 juta orang. <U+2063><U+2063>Banyaknya populasi usia produktif ini tentu disokong oleh kesiapan SDM. Jokowi telah menetapkan salah satu fokus pemerintahannya di 2019-2024 adalah PENGEMBANGAN SDM dan Gubernur Ridwan Kamil berkomitmen terjemahkan visi ini di Jawa Barat. <U+2063><U+2063>Tahun 2018, di Jawa Barat, jumlah penduduk usia produktifnya adalah 35,9 juta orang, naik 1,72% dari tahun sebelumnya. Sementara jumlah angkatan kerjanya juga naik 1,1% dari tahun 2017, yaitu sebanyak 22,6 juta orang.<U+2063><U+2063>Akan tetapi, di tahun 2018, jumlah pengangguran terbuka di Jawa Barat juga naik 3,76% dari tahun sebelumnya, sekarang berjumlah 1,8 juta orang. Dari keseluruhan jumlah pengangguran ini, 51%-nya berasal dari lulusan SMA/SMK.<U+2063><U+2063>Apa strategi RK untuk tingkatkan keterserapan tenaga kerja dan pengembangan SDM?<U+2063><U+2063>Selengkapnya di laman JABAR OPEN DATA: bit.ly/digidatabonusdemografi  dan kanal Youtube JDS: (klik di bio!)<U+2063><U+2063>-<U+2063><U+2063>#DigiData adalah seri infografis mengenai Jawa Barat yang menerjemahkan data-data yang tersedia secara bebas dan terbuka di laman JABAR OPEN DATA menjadi informasi visual. Tungguin terus infografis-infografis selanjutnya supaya lebih mengenal Jabar, ya, Sobat JDS!","DigiData",1,FALSE,NA,122,0,0
"438","ig438","GraphSidecar",2019-08-23 13:51:06,"Pemerintah Provinsi Jawa Barat bekerja sama dengan perusahaan teknologi rintisan lokal, Tokopedia, tengah mengembangkan pelayanan publik dan ekonomi digital dalam rangka percepatan ekonomi inklusif melalui adaptasi teknologi ke dalam Usaha Mikro, Kecil, dan Menengah (UMKM) dan Badan Usaha Milik Desa (BUMDes). Salah satu usahanya adalah dengan diresmikannya “Tokopedia Center” di Desa Sukanagara, Cianjur, pada Rabu (21/08). <U+2063><U+2063>Tokopedia Center ini berfungsi sebagai tempat untuk menampilkan produk-produk unggulan dari UMKM dan BUMDes Desa Sukanagara serta menjadi pusat pelatihan pengembangan produk oleh Tokopedia untuk warga desa.<U+2063><U+2063>Sobat JDS, Gubernur @ridwankamil selalu menekankan pemerintahannya berbasis “Pentahelix Government” yaitu pemerintah selalu bekerja sama dengan akademisi, bisnis, masyarakat, dan media untuk pembangunan Jawa Barat. Dibukanya Tokopedia Center di Desa Sukanagara ini tentu merupakan sebuah bukti dari komitmen tersebut demi terwujudnya #JabarJuara!<U+2063>","JabarJuara",1,FALSE,NA,160,0,0
"439","ig439","GraphSidecar",2019-08-22 15:27:40,"Tech Update vol. 8<U+2063><U+2063>Tech Update kembali diadakan @diskominfojabar dan Jabar Digital Service untuk volume ke-8 dengan tema “Mendorong Inovasi dalam Pengembangan Produk Startup Digital” pada Jumat (16/08).<U+2063><U+2063>Dihadiri warga #JabarJuara pegiat dan pemerhati startup IT, Tech Update vol. 8 mengundang founder Kakatu dan Fammi, Muhamad Nur Awaludin, dan PMO Manager Docotel Teknologi, Indra Jiwana Thira untuk mendiskusikan pengalaman dan praktik baik mendirikan startup serta mengembangkan produk digital yang saat ini sedang populer di Indonesia.<U+2063><U+2063>Kepada peserta, Muhamad Nur Awaludin atau akrab disapa Mumu membagikan pengalamannya mendirikan startup Kakatu yang mengembangkan aplikasi pengawas ponsel anak. Menurut Mumu, penting bagi siapapun yang ingin mendirikan startup untuk berangkat dari pertanyaan “WHY” — mengapa startup-mu harus ada? Ia juga menekankan bahwa perlu diingat startup yang berdiri perlu membawa inovasi untuk menyelesaikan masalah yang sedang berlangsung di masyarakat.<U+2063><U+2063>Indra Jiwana Thira pun berbagi mengenai profesinya sebagai IT Project Manager dan bagaimana manajemen proyek dapat membantu keberhasilan pengembangan produk startup digital. Meski peran ini jarang terdengar, manajemen proyek menurut Indra adalah penting bagi keberhasilan pengembangan produk karena dapat menjadi fasilitator yang memenuhi kebutuhan dan menjadi liaison bagi pihak yang terlibat.<U+2063><U+2063>Tech Update merupakan acara dwimingguan Diskominfo Jabar dan Jabar Digital Service yang terus mencoba menyajikan tema diskusi yang mutakhir dan relevan dengan tren teknologi setiap minggunya. Untuk informasi Tech Update selanjutnya, pantau terus media sosial Jabar Digital Service. Sampurasun!#techupdate #DigiRecap","techupdate, DigiRecap, JabarJuara",3,FALSE,NA,93,0,0
"440","ig440","GraphImage",2019-08-22 11:31:50,"Sobat JDS pegiat UI/UX, jangan lupa ikutan SAYEMBARA UI/UX SITUS RESMI PEMPROV JABAR! Waktu kamu untuk ambil kesempatan berkontribusi langsung melayani wargi #JabarJuara melalui perbaikan desain antarmuka dan pengalaman pengguna situs jabarprov.go.id tinggal 30 HARI LAGI! <U+2063><U+2063>Kunjungi jabarprov.go.id/sayembara untuk info selengkapnya!<U+2063><U+2063>Sayembara diadakan atas kolaborasi @diskominfojabar @jabardigitalservice @uxidbdg dan didukung oleh @bukalapak @tbiglearning @lintasarta.official @linkaja.<U+2063><U+2063>Kami tunggu desain-desain kerenmu!","JabarJuara",1,FALSE,NA,106,2,2
"441","ig441","GraphImage",2019-08-21 15:58:51,"Sampurasun! Program magang Jabar Digital Service, tim digital Gubernur Jawa Barat, kembali dibuka!<U+2063><U+2063><U+2063><U+2063>Untuk kamu Mahasiswa Tingkat Akhir atau Pelajar SMK tahun terakhir yang inovatif, ingin terus bertumbuh, belajar, jangan lewatkan kesempatan baik ini. Berikut ragam posisi yang bisa disesuaikan dengan minat dan kemampuanmu:<U+2063><U+2063><U+2063><U+2063>- Product Manager<U+2063><U+2063>- Programmer <U+2063><U+2063>- Project Officer<U+2063><U+2063>- Training Officer<U+2063><U+2063>- Business Analyst<U+2063><U+2063>- Data Analyst<U+2063><U+2063>- Monitoring Officer<U+2063><U+2063><U+2063><U+2063>Program ini adalah <U+0001D42E><U+0001D427><U+0001D429><U+0001D41A><U+0001D422><U+0001D41D> <U+0001D422><U+0001D427><U+0001D42D><U+0001D41E><U+0001D42B><U+0001D427><U+0001D42C><U+0001D421><U+0001D422><U+0001D429> dengan durasi magang minimal 3 bulan. Akan ada beberapa tahap seleksi bagi pelamar untuk dapat magang di Jabar Digital Service.<U+2063><U+2063><U+2063><U+2063>Silakan kunjungi link berikut ini untuk informasi lebih lanjut: bit.ly/magangjdsform<U+2063><U+2063><U+2063><U+2063>Hayu atuh, kami tunggu untuk segera bergabung bersama tim Jabar Digital Service dan sama-sama bekerja untuk memastikan pemanfaatan teknologi digital menjadikan pemerintahan dan pelayanan publik di Jawa Barat lebih baik. Sampai jumpa!","",0,FALSE,NA,243,23,16
"442","ig442","GraphVideo",2019-08-20 13:30:12,"Kemarin, Jawa Barat merayakan hari jadinya yang ke-74. <U+2063><U+2063>Di usia baru Jabar ini, teman-teman dari tim Jabar Digital Service (alias Jabar #Digiteam!) ingin menyampaikan mimpi-mimpi dan berbagi mengenai kontribusi dan tantangan yang kami hadapi dalam upaya membangun #JabarJuara yang lebih baik dengan teknologi! Penasaran? Yuk, tonton!<U+2063><U+2063>Selamat Hari Jadi, Jabar! #74BARJUARA","74BARJUARA, Digiteam, JabarJuara",3,TRUE,1167,121,1,1
"443","ig443","GraphImage",2019-08-17 18:25:20,"Merdeka! <U+0001F1EE><U+0001F1E9> Memperingati 74 tahun Kemerdekaan Indonesia dan Hari Jadi Jabar, Jabar Digital Service dan @diskominfojabar mengajak pemuda pegiat UI/UX untuk mengikuti SAYEMBARA UI/UX SITUS RESMI PEMPROV JABAR @jabarprovgoid! Jangan lewatkan kesempatan untuk secara langsung berkontribusi melayani masyarakat dengan bantu ubah desain antarmuka situs jabarprov.go.id dan buat pengalaman digital wargi #74BARJUARA jadi lebih baik! Kunjungi: jabarprov.go.id/sayembara untuk info selengkapnya. <U+2063><U+0001F4F1><U+0001F5A5><U+2063>Sayembara ini didukung oleh @bukalapak @tbiglearning @lintasarta.official @linkaja @uxidbdg.<U+2063>Yuk, bantu kami melayani warga Jawa Barat lebih baik lagi dan dapatkan kesempatan untuk menangkan total hadiah sebesar 45 juta rupiah!<U+2063> <U+0001F4B0><U+0001F4BC><U+2063>#JabarJuara #JabarDigitalProvince #SayembaraUIUX","JabarDigitalProvince, 74BARJUARA, SayembaraUIUX, JabarJuara",4,FALSE,NA,219,10,9
"444","ig444","GraphImage",2019-08-17 13:03:20,"Selamat 17 Agustus! Selamat merdeka, Indonesia! Wargi #JabarJuara patut bangga bisa tinggal di provinsi yang memiliki alam indah. Gubernur Jabar @ridwankamil pun bercita-cita ingin menjadikan Jabar sebagai Provinsi Pariwisata karena potensi yang sangat besar ini. Memperingati hari kemerdekaan Indonesia ini, yuk, kita kunjungi spot-spot lokal wisata #JabarJuara! Silakan beri komentar, ada wisata keren apa di daerahmu?<U+2063><U+2063>Ngomong-ngomong soal wisata, wargi bisa, lho, dapatkan diskon spesial mulai dari 45% dengan potongan langsung tanpa kupon untuk produk-produk Traveloka Xperience dan Traveloka Eats, termasuk di ratusan inventory wisata di Jawa Barat. Pemprov Jabar bersama rekan swasta akan terus berkolaborasi memajukan wisata lokal #JabarJuara. Buruan pesan, hanya selama 16 – 18 Agustus 2019.","JabarJuara",1,FALSE,NA,66,4,3
"445","ig445","GraphVideo",2019-08-17 10:03:59,"Tepat hari ini 74 tahun yang lalu, Indonesia lepas dari belenggu penjajah. Hari ini, kita merayakan momen merdeka. Namun, tidak berarti perjuangan selesai. Tantangan kian kompleks masih menunggu diurai, kemerdekaan perlu terus diisi. Hari ini, mari kita ingat untuk terus memacu semangat berjuang, bekerja, dan berkarya mengikuti era. Ini adalah sedikit persembahan kami, dari Jabar Digital Service untuk Indonesia.@ridwankamil @ruzhanul @diskominfojabar @jabarprovgoid#74tahunIndonesia #17Agustus #Merdeka #JabarDigitalService #JabarDigitalProvince #JabarJuara #RI74 #HUTRI74","RI74, 17Agustus, Merdeka, HUTRI74, JabarDigitalService, JabarDigitalProvince, 74tahunIndonesia, JabarJuara",8,TRUE,1154,133,16,16
"446","ig446","GraphImage",2019-08-16 09:47:58,"Rekrutmen batch 4 telah ditutup!<U+2063><U+2063>Terima kasih atas antusiasme Sobat JDS untuk mengisi posisi-posisi yang akan membantu membangun Jabar jadi lebih baik melalui teknologi! <U+2063><U+2063>Kami akan menghubungi kandidat yang berhasil lolos ke tahap berikutnya melalui email. Pastikan kamu selalu cek email dan ikuti terus perkembangan rekrutmen di situs kami: digitalservice.jabarprov.go.id!<U+2063><U+2063>Semoga kamu adalah salah satu kandidat yang berhasil dan akan bergabung dengan kami untuk melangkah lebih dekat ke mimpi Jabar sebagai Provinsi Digital!","",0,FALSE,NA,83,12,10
"447","ig447","GraphImage",2019-08-13 19:25:34,"Sampurasun wargi #JabarJuara!<U+2063><U+2063>Pekan ini Jabar Digital Service dan @diskominfojabar akan kembali menyapa wargi #JabarJuara lewat Tech Update vol. 8 yang membahas tema seru: “Mendorong Inovasi dalam Pengembangan Produk Startup Digital”. Perbincangan mengenai startup digital unicorn sempat menjadi ramai setelah debat capres yang lalu. Selain itu, memang perlu diakui bahwa kini startup digital memiliki peluang ekonomi yang cukup besar.<U+2063><U+2063>Tren pemanfaatan dunia digital melalui startup ini juga terbukti dapat memecahkan beragam masalah lokal yang kemudian dapat diterapkan secara regional bahkan global. Lalu, sebenarnya apa saja tips untuk memulai startup? Apa yang harus dilakukan agar startup yang kamu buat berhasil? Apa rahasianya agar memiliki startup yang mampu mengubah dunia? Temukan jawabannya di Tech Update minggu ini!<U+2063><U+2063>Tech Update Vol. 8 akan diisi oleh:<U+2063><U+2063>1.  Indra Jiwana Thira - PMO Manager, PT Docotel Teknologi<U+2063><U+2063>2.  Muhamad Nur Awaludin – Founder Kakatu & Fammi<U+2063><U+2063>Acara ini akan dilaksanakan pada Jumat, 16 Agustus 2019, pukul 15.30 di Aula Diskominfo Jabar (lt. 4), Jalan Tamansari no. 55. Kami mengundang wargi #JabarJuara untuk berdiskusi di Tech Update. Segera daftar di: event.jabarprov.go.id. Jangan sampai ketinggalan karena KURSI TERBATAS!<U+2063><U+2063>Bagi yang tidak berdomisili di Bandung, jangan khawatir! Kami akan LIVE di instagram @jabardigitalservice sepanjang acara.<U+2063><U+2063>Sampai bertemu!<U+2063>","JabarJuara",1,FALSE,NA,103,0,0
"448","ig448","GraphSidecar",2019-08-13 17:55:09,"Jumat, 9 Agustus 2019 lalu, Pemerintah Provinsi Jawa Barat resmi meluncurkan situs Jabar Open Data untuk mendukung keterbukaan informasi publik dan kemudahan akses data di Jawa Barat di gelaran Piala Humas Jabar 2019. Bagaimana keseruannya? Yuk intip di #DigiRecap! <U+2063><U+2063>#JabarJuara #JabarProvinsiDigital #JabarDigitalProvince","JabarDigitalProvince, DigiRecap, JabarProvinsiDigital, JabarJuara",4,FALSE,NA,207,1,1
"449","ig449","GraphVideo",2019-08-11 08:38:52,"Sampurasun, Sobat JDS! Jabar Digital Service mengucapkan Selamat Hari Raya Iduladha 1440 H untuk wargi #JabarJuara yang merayakan. Semoga keberkahan selalu menyertai kita semua!","JabarJuara",1,TRUE,616,64,4,3
"450","ig450","GraphImage",2019-08-09 21:21:51,"KAMI MEREKRUT: Sampurasun, Sobat JDS. Kesempatan untuk menjadikan Jawa Barat lebih baik melalui teknologi datang lagi!<U+2063><U+2063>Jabar Digital Service (JDS) atau Pusat Layanan Digital, Data, dan Informasi Geospasial Jawa Barat membuka pintu buat kamu untuk bergabung dengan kami dalam mencapai cita-cita Jawa Barat menjadi Provinsi Digital yang berdasarkan data dan teknologi!<U+2063><U+2063>Lihat posisi-posisi apa saja yang tersedia dan persyaratannya di laman resmi kami: digitalservice.jabarprov.go.id. <U+2063><U+2063>Hayu atuh, segera daftar! Biar tidak ketinggalan, catat tanggal-tanggal pentingnya, ya:<U+2063><U+2063>- Rekrutmen dibuka: 9 - 15 Agustus 2019<U+2063><U+2063>- Wawancara: 22 - 26 Agustus 2019<U+2063><U+2063>- Verifikasi Berkas dan Validasi: 28 - 29 Agustus 2019<U+2063><U+2063><U+2063>Sudah saatnya anak muda ikut kontribusi langsung dalam membangun daerah. Yuk, ikut berinovasi untuk membuat tata kelola dan pelayanan publik di Jawa Barat lebih baik dengan implementasi teknologi digital! Diantos! <U+2063>","",0,FALSE,NA,430,62,40
"451","ig451","GraphImage",2019-08-09 21:12:19,"Sobat JDS dan wargi #JabarJuara, hari ini, Jumat, 9 Agustus 2019, Jabar Open Data resmi diluncurkan oleh Gubernur Jawa Barat, Kang @ridwankamil! <U+2063><U+2063>Jabar Open Data hadir sebagai perwujudan cita-cita Pemprov Jabar untuk menjadi Provinsi Digital yang transparan dan akuntabel. Melalui portal Jabar Open Data yang dapat diakses di data.jabarprov.go.id, kami menyajikan berbagai data dari seluruh Unit Kerja di Pemprov Jawa Barat. Konsep keterbukaan data ini memberikan kesempatan bagi masyarakat untuk dengan bebas dan mudah mengakses dan memanfaatkan data. Kedepannya, diharapkan keterbukaan data di Jawa Barat ini mampu menciptakan berbagai inovasi dan turut berperan serta dalam membangun #JabarJuara! <U+2063><U+2063>#JabarDigitalService #OpenData #JabarDigitalProvince<U+2063>","JabarDigitalService, OpenData, JabarDigitalProvince, JabarJuara",4,FALSE,NA,189,2,2
"452","ig452","GraphSidecar",2019-08-09 13:25:27,"Jawa Barat memiliki wilayah rural yang sangat luas dengan berbagai potensi yang dimiliki oleh desa-desanya. Misalnya 1175 desa di Jawa Barat merupakan Desa Wisata dan 3192 desa memiliki produk unggulan yang 379 di antaranya melakukan aktivitas ekspor.<U+2063><U+2063>Meski demikian, banyak dari desa-desa di Jawa Barat yang masih berindeks tertinggal. Padahal, dengan aplikasi teknologi, yang saat ini sudah dinikmati kalangan urban, seharusnya desa juga bisa ikut maju. Namun, sayangnya infrastruktur yang menunjang implementasi teknologi seperti internet banyak yang belum menyentuh desa.<U+2063><U+2063>Melalui program DESA DIGITAL, Pemerintah Provinsi Jawa Barat  berusaha menjadikan pembangunan lebih inklusif dengan memastikan pemanfaatan teknologi dirasakan pula oleh masyarakat desa. <U+2063><U+2063>Selengkapnya kunjungi laman JABAR OPEN DATA: data.jabarprov.go.id<U+2063><U+2063>-<U+2063><U+2063>#DigiData adalah seri infografis mengenai Jawa Barat yang menerjemahkan data-data yang tersedia secara bebas dan terbuka di laman JABAR OPEN DATA menjadi informasi visual. Tungguin terus infografis-infografis selanjutnya supaya lebih mengenal Jabar, ya, Sobat JDS!<U+2063>","DigiData",1,FALSE,NA,94,4,4
"453","ig453","GraphSidecar",2019-08-08 15:42:25,"Tech Update vol. 7, yang diadakan Jumat, 2 Agustus 2019 lalu, membahas tema yang tak kalah menarik dari tema-tema sebelumnya yaitu “Pemanfaatan Machine Learning Data Spasial pada Internet of Things (IoT)”.<U+2063><U+2063>Pada volume ini Tech Update kembali menyapa wargi #JabarJuara bersama Asep Hilman Budiyadi (founder Miota) dan Dr. Eng Masita Dwi Mandini (co-founder and CTO Infimap). Kedua narasumber mengajak partisipan untuk berdiskusi lebih dalam mengenai pemanfaatan mahadata serta IoT yang memang saat ini menjadi isu yang hangat dibicarakan berbagai kalangan.<U+2063><U+2063>Asep Hilman Budiyadi membuka sesi pertama dengan materi terkait IoT, Mahadata, dan Transformasi Bisnis 4.0. Beliau menjelaskan mengenai tren teknologi saat ini serta bagaimana mahadata mampu memberikan pengaruh yang cukup besar pada dunia bisnis. <U+2063><U+2063>Sesi kedua, wargi #JabarJuara diajak lebih dalam mengenal apa itu Spatial Machine Learning oleh Dr. Eng Masita Dwi Mandini. Yang menarik pada sesi ini adalah Ibu Masita mengenalkan berbagai produk yang dihasilkan melalui pemanfaatan analitik mahadata seperti: People in Pixel (digunakan untuk mengukur estimasi populasi) dan Paddy Age (satelit ‘imagery processing’ untuk mengukur umur padi).<U+2063><U+2063>Kedua pembicara sepakat bahwa perlu ada eksplorasi lebih lanjut mengenai data-data yang dimiliki Indonesia agar bisa dimanfaatkan dengan baik. Karena seperti ungkapan Ibu Masita: “Machine learning is just machine, untuk bisa beroperasi dengan baik maka diperlukan input yang baik juga”. <U+2063><U+2063>Maka dari itu harapannya anak-anak muda, khususnya mahasiswa, bisa mengeksplorasi hal ini lebih lanjut agar kedepannya pemanfaatan data di Indonesia bisa lebih maksimal.<U+2063><U+2063>Tech Update adalah acara dwimingguan Jabar Digital Service dan @diskominfojabar. Jangan sampai kelewatan event seru ini, nantikan Tech Update berikutnya! Sampai jumpa!","JabarJuara",1,FALSE,NA,68,0,0
"454","ig454","GraphImage",2019-08-07 15:41:51,"Sampurasun, Sobat JDS! Kumaha, damang? Yuk, kenali kami lebih jauh dengan mengikuti konten-konten baru yang akan hadir di akun-akun media sosial berikut: <U+2063><U+2063>Youtube: Jabar Digital Service<U+2063>Medium: medium.com/jabardigitalserviceTwitter: (@)jabardigital<U+2063>Facebook: Jabar Digital Service, danLinkedIn: linkedin.com/company/jabardigitalservice<U+2063><U+2063>#JabarDigitalService #JabarJuara #JabarDigitalProvince","JabarDigitalService, JabarDigitalProvince, JabarJuara",3,FALSE,NA,37,0,0
"455","ig455","GraphSidecar",2019-08-07 15:40:52,"#JabarDigitalService itu apa, sih? Tonton deh, video ini supaya kita lebih bisa saling kenal! #JabarJuara #JabarDigitalProvince","JabarDigitalService, JabarDigitalProvince, JabarJuara",3,FALSE,NA,106,4,4
"456","ig456","GraphSidecar",2019-08-06 16:51:30,"#JabarDigitalService selalu ingin menghadirkan konten yang lebih kaya dan menarik untuk Sobat JDS. Untuk itu, sekarang kami ingin mengenalkan konten-konten baru yang akan hadir menemani waktu-waktu main medsos Sobat JDS sekalian. Yuk, kenalan! #JabarDigitalService #JabarJuara #JabarDigitalProvince #DigiData #DigiTalk #DigiProfile #DigiRecap #DigiTeam #DigiEvent #DigiQuotes #DigiReport","DigiRecap, DigiProfile, DigiData, DigiTeam, DigiTalk, DigiReport, JabarDigitalService, DigiEvent, DigiQuotes, JabarDigitalProvince, JabarJuara",11,FALSE,NA,153,8,8
"457","ig457","GraphImage",2019-07-30 20:24:16,"Indonesia telah menjadi tanah kelahiran beberapa tech startup berstatus UNICORN, namun sejauh mana teknologi telah menolong pemerintahan?<U+2063><U+2063>Birokrasi pemerintahan kita masih bersikukuh untuk menjaga tradisi surat-menyurat secara fisik yang prosesnya begitu panjang, terkenal terlalu kaku, lambat, dan tidak dapat diandalkan, seperti kasus program kesehatan veteran Amerika Serikat pra-USDS yang dibahas di post sebelumnya. <U+2063><U+2063>Di tahun 2019 ini, sepertinya persepsi tersebut masih belum berubah. Pemerintah masih ragu-ragu dalam mengimplementasikan teknologi ke dalam program dan birokrasinya. Lalu, tidak adakah Civic Tech di Indonesia?<U+2063><U+2063>Saat @ridwankamil terpilih menjadi Gubernur Jawa Barat, beliau bercita-cita menjadikan Jawa Barat sebagai Provinsi Digital, menjanjikan pemerintahan yang lebih berdasarkan data dan didukung teknologi. Dalam mewujudkannya, RK tidak malu-malu untuk melibatkan masyarakat, melepaskan tradisi pemerintahan yang eksklusif untuk birokrat. Ia membentuk unit khusus, Jabar Digital Service (itu kami!), untuk membantunya mewujudkan cita-cita tersebut.<U+2063><U+2063>Saat ini tentunya masih prematur untuk menilai seberapa sukses implementasi civic tech di Jawa Barat yang dilakukan JDS, namun prosesnya tentu saja patut diapresiasi. Dalam beberapa bulan pertamanya, inisiatif ini telah membantu peluncuran program ‘Desa Digital’ yang bertujuan untuk memastikan warga desa juga menikmati manfaat teknologi dan berkesempatan memaksimalkan potensi daerah mereka menggunakan teknologi tersebut, sekaligus mempersempit kesenjangan digital rural-urban yang menjadi masalah di Jawa Barat. <U+2063><U+2063>Salah satu program pilotnya, ‘Desa Digital Perikanan,’ telah mengimplementasikan IoT dalam metode pemberian pakannya, sehingga profit mereka naik dua kali lipat.<U+2063><U+2063>Inovasi lainnya yang masih dimasak di dapur kami adalah Sapawarga, aplikasi yang dikembangkan untuk menjembatani komunikasi dua arah antara pemerintahan daerah, termasuk Gubernur sendiri, dengan pemerintahan desa, dan menjadi portal untuk mengakses berbagai layanan publik. Setelah ini, kami akan mengenalkan Sapawarga kepada Sobat JDS!<U+2063><U+2063>#JabarDigitalService #JabarJuara #JabarDigitalProvince #CivicTech","JabarDigitalService, JabarDigitalProvince, CivicTech, JabarJuara",4,FALSE,NA,126,2,2
"458","ig458","GraphImage",2019-07-30 19:40:59,"Jadi, apa itu CIVIC TECH? Sampai saat ini belum ada kesepakatan mengenai apa itu Civic Tech, karena meskipun target pasarnya cenderung kecil, Civic Tech menawarkan pelayanan yang sangat beragam dan tidak memiliki batas yang jelas. <U+2063><U+2063>Pada intinya, Civic Tech menggunakan teknologi untuk meningkatkan pelibatan masyarakat dalam pemerintahan dan membantu membuat pemerintahan menjadi lebih aksesibel, efektif, dan efisien. <U+2063><U+2063>Kendati tidak adanya definisi yang ajeg mengenai Civic Tech, Tradecraft mencoba menjelaskan Civic Tech sebagai “teknologi yang secara langsung digunakan untuk memperbaiki atau mempengaruhi pemerintahan, politik, atau isu-isu sosial.” Dari sana, Tradecraft membagi Civic Tech ke dalam tiga kategori: <U+2063><U+2063>1. GovTech, yaitu teknologi yang digunakan pemerintah untuk memperbaiki efisiensi internal serta pelayanan masyarakat.<U+2063><U+2063>2. Advocacy, yaitu teknologi yang digunakan untuk tujuan advokasi sosial politik, biasanya digunakan oleh organisasi non-profit, kampanye politik, dan warga pada umumnya.<U+2063><U+2063>3. Voting, yaitu teknologi yang digunakan untuk memperbaiki sistem pemilihan umum.<U+2063><U+2063>Menggunakan pembagian ini, maka USDS yang kami bahas di post sebelumnya masuk ke dalam kategori GOVTECH. Govtech juga bisa kita temukan di Inggris, yaitu di gov.uk, portal di mana publik dapat mengakses informasi dan pelayanan publik dari satu pintu. <U+2063><U+2063>Bagaimana dengan di Indonesia? Apakah kita memiliki GOVTECH? Silakan meluncur ke post berikutnya, Sobat JDS!<U+2063><U+2063>#JabarDigitalService #JabarJuara #JabarDigitalProvince #CivicTech","JabarDigitalService, JabarDigitalProvince, CivicTech, JabarJuara",4,FALSE,NA,46,0,0
