"","post_id","type","timestamp","caption","hashtags","n_hashtags","is_video","video_views","n_likes","n_comments","n_uniq_commenters"
"176","ig176","GraphImage",2020-11-15 18:03:20,"Bantuan Sosial Provinsi pun masih akan terus berlang sung secara bertahap, insyaAllah akan diberikan kepada orang yang membutuhkan di Jawa Barat. <U+0001F64F>Alhamdulillah, bantuan sosial dari Pemda Provinsi Jawa Barat telah sampai kepada warga yang membutuhkan. Penyaluran bantuan sosial diterima di Desa Tawang banteng Kecamatan Sukaratu Kabupaten Tasikmalaya. <U+0001F917>Semoga bantuan yang diberikan ini bermanfaat bagi wargi Jabar yang telah menerimanya. InsyaAllah dengan kerjabersama, disiplin, #KitaPastiMenang <U+0001F917>#DisperindagJabar #JawaBarat #JabarJuaraLahirBatin#BansosJabar #JabarSehatLahirBatin#JabarTanggapCovid19 #100TahunGedungSate#75TahunJabar #2TahunJabarJuara #2TahunTetapTangguh#KabupatenTasikmalaya","JabarTanggapCovid19, 2TahunJabarJuara, DisperindagJabar, BansosJabar, JabarSehatLahirBatin, JabarJuaraLahirBatin, 75TahunJabar, KabupatenTasikmalaya, 2TahunTetapTangguh, KitaPastiMenang, JawaBarat, 100TahunGedungSate",12,FALSE,NA,134,18,4
"177","ig177","GraphImage",2020-11-15 15:01:23,"Selamat Sore Wargi Jabar...Salam Sehat....Dalam rangka meningkatkan motivasi kerja, dedikasi loyalitas, dan disiplin pegawai. Dinas Kesehatan Jawa Barat akan melaksanakan kegiatan Jiwa Korsa dengan konsep berbeda, dengan tema BERSEKA (Bersih, Sehat, Kampiun). Yang waktunya betepatan dengan momen Hari Kesehatan Nasional ke-56..Daftar dan Ikuti lomba :.1. DANCE VLOG TEMA SOSIALISASI 3M2. KARYA TULIS dengan tema “Jika aku menjadi Gubernur”3. STAND UP COMEDY dengan materi “Pola Hidup Sehat”4. E-POSTER dengan tema mengajak Gerakan masyarakat Hidup Sehat..Dengan Hadiah-hadiah yang Keren dan menarik!!!.Akan ada juga PEMILIHAN BEST EMPLOYEE 2020 khusus untuk karyawan Dinas Kesehatan Jawa Barat dengan hadiah PAKET UMROH DAN SEPEDA MOTOR.Penjurian akan dilakukan tanggal 25-29 November 2020.Pengumuman Pemenang akan dilakukan secara LIVE VIRTUAL dari kantor Dinas Kesehatan Jawa Barat pada tanggal 30 November 2020. Yang akan menampilkan Gubernur Jawa barat RIDWAN KAMIL dan AAT SURATIN..Informasi dan pendaftaran di web site dinkes.jabarprov.go.id.Upload dan Mantion@dinkesjabar dangan Hastag #JabarTangguh #KitaPastiMenang #Berseka #PHBS #PrilakuHidupBersihdanSehat #3M.Ayo Jangan sampai Kelewatan Wargi Jabar....IKUTI LOMBANYA DAN DAPATKAN HADIAHNYA...#banggajadiwargajabar #jawabarat#jabar #JabarKita #JabarJuaraLahirBatin#banggajadiwargajabar #jawabarat #jabar #JabarTanggapCovid19 #covid-19#corona #dirumahaja#dinkesjuara #JawaBarat #JabarJuara #jabarngabret #dinkesngabret#JabarJuaraLahirBatin#dinkesjuaralahirbatin#CegahStunting#JabarSehatLahirBatin","JabarTangguh, CegahStunting, JabarJuaraLahirBatin, PHBS, covid, 3M, banggajadiwargajabar, KitaPastiMenang, corona, dinkesjuara, JabarTanggapCovid19, Berseka, dinkesngabret, jawabarat, JabarSehatLahirBatin, jabarngabret, JabarJuara, JawaBarat, dirumahaja, jabar, dinkesjuaralahirbatin, PrilakuHidupBersihdanSehat, JabarKita",23,FALSE,NA,105,4,4
"178","ig178","GraphSidecar",2020-11-14 23:07:49,"Update Data COVID-19 di Jawa Barat 14 November 2020 (pk. 21.00)1. Update data kasusKasus Terkonfirmasi di Jawa Barat: 44.182 (+809)Isolasi/Dalam Perawatan: 10.477 (+335)Sembuh: 32.901 (+472)Meninggal: 804 (+2)2. Update jumlah pengetesanJumlah tes Covid-19 di Jawa Barat: 951.333RDT: 366.457PCR: 584.8763. Dari level kewaspadaan 27 Kabupaten/Kota, 7 daerah masuk Zona Risiko Rendah, 17 daerah Zona Risiko Sedang (Oranye), dan 3 daerah masuk Zona Risiko Tinggi (Merah). 4. Mari tingkatkan disiplin dengan selalu ingatkan sesama untuk patuhi protokol kesehatan 3M, yakni: memakai masker, menjaga jarak dan mencuci tangan kapanpun dan dimanapun berada.5. Dapatkan informasi lengkap perkembangan COVID-19 di Jawa Barat melalui website pikobar.jabarprov.go.id atau install aplikasi Pikobar di gawai anda!#JabarKita #JabarJuaraLahirBatin #JabarTanggapCovid19 #COVID19","JabarTanggapCovid19, COVID19, JabarJuaraLahirBatin, JabarKita",4,FALSE,NA,180,15,12
"179","ig179","GraphSidecar",2020-11-14 19:13:36,"Berikut informasi mengenai Penanganan Covid-19 Kab/Kota di Jabar Data 9 November 2020Pemdaprov sedang berupaya meningkatkan rata-rata pengujian PCR di Jabar dengan standar rata-rata WHO <U+0001F64F>Update bantuan sosial tahap 3 total berhasil diserahkan 1.294.398 Keluarga Rumah Tangga Sasaran dari 1.907.274 Keluarga Rumah Tangga SasaranWargii, yuk simak juga Inforgrafis di atas, untuk mengetahui data terupdate terkait pengujian PCR, Keterisian dan Raport KPI Penanganan Covid-19 di Jabar <U+0001F609>#JabarKita #JabarJuaraLahirBatin#AdaptasiKebiasaanBaruInfografis Humas Jabar by @gunturrofika#banggajadiwargajabar #jawabarat #jabar #HumasJabar #gedungsate #westjava #RidwanKamil #UuRuzhanulUlum #2TahunJabarJuara #2TahunTetapTangguh#100TahunGedungSate #75TahunJabar #JabarSehatLahirBatin#jabartanggapcovid19","westjava, jabartanggapcovid19, 2TahunJabarJuara, RidwanKamil, jawabarat, AdaptasiKebiasaanBaru, 75TahunJabar, JabarJuaraLahirBatin, JabarSehatLahirBatin, gedungsate, banggajadiwargajabar, 100TahunGedungSate, UuRuzhanulUlum, JabarKita, HumasJabar, jabar, 2TahunTetapTangguh",17,FALSE,NA,174,8,6
"180","ig180","GraphSidecar",2020-11-14 15:11:24,"VIDEO BOLA MATA JENAZAH DIDUGA PASIEN COVID19 DI PROBOLINGGO HILANG.[MANIPULATED CONTENT]Beredar di media sosial video hilangnya bola mata pada jenazah korban covid-19 di Probolinggo..[PENJELASAN]Dilansir dari Liputan6.com, Koordinator Penegakan Hukum (Gakkum) Satgas COVID-19 Kabupaten Probolinggo, Ugas Irwanto membantah dan menyatakan video viral di media sosial (medsos) Facebook terkait dugaan jenazah pasien positif COVID-19 satu bola matanya hilang adalah hoaks.Ugas mengatakan, pendarahan yang di medsos tersebut akibat pasien menderita sakit stroke dan darah tinggi, sehingga ada pembuluh darah yang pecah, bukan matanya hilang satu.""Kami beserta kerabat dan ulama setempat sudah menyaksikan sendiri, kalau jenazah berinisial M (49), warga Desa Alas Tengah, Kecamatan Paiton tersebut mengalami pendarahan dan bukan matanya hilang satu,"" ujarnya, Sabtu (7/11/2020).Setelah semua jelas, lanjut Ugas, jenazah dilakukan pemulasaran secara protokol kesehatan..[SUMBER REFERENSI]https://bit.ly/358BR33https://bit.ly/2U5HAjJhttps://bit.ly/3pcntPq","",0,FALSE,NA,182,5,4
"181","ig181","GraphSidecar",2020-11-14 12:08:04,"Update Data COVID-19 di Jawa Barat 13 November 2020 (pk. 21.00)1. Update data kasusKasus Terkonfirmasi di Jawa Barat: 43.373 (+801)Isolasi/Dalam Perawatan: 10.142 (+414)Sembuh: 32.429 (+380)Meninggal: 802 (+7)2. Update jumlah pengetesanJumlah tes Covid-19 di Jawa Barat: 948.740RDT: 366.457PCR: 582.2833. Dari level kewaspadaan 27 Kabupaten/Kota, 7 daerah masuk Zona Risiko Rendah, 17 daerah Zona Risiko Sedang (Oranye), dan 3 daerah masuk Zona Risiko Tinggi (Merah). 4. Mari tingkatkan disiplin dengan selalu ingatkan sesama untuk patuhi protokol kesehatan 3M, yakni: memakai masker, menjaga jarak dan mencuci tangan kapanpun dan dimanapun berada.5. Dapatkan informasi lengkap perkembangan COVID-19 di Jawa Barat melalui website pikobar.jabarprov.go.id atau install aplikasi Pikobar di gawai anda!#JabarKita #JabarJuaraLahirBatin #JabarTanggapCovid19 #COVID19","JabarTanggapCovid19, COVID19, JabarJuaraLahirBatin, JabarKita",4,FALSE,NA,186,10,8
"182","ig182","GraphSidecar",2020-11-13 19:33:52,"SobatKom, 3T (testing, tracing, treatment) adalah fokus pemerintah dalam penanganan COVID-19. Untuk dapat melakukannya dengan baik, masyarakat diharapkan terbuka saat pemerintah melakukan tracing (pelacakan).Keterbukaan masyarakat akan menjadi kunci utama dalampelacakan kontak terdekat yang dapat memutus mata rantai penyebaran COVID-19, sekaligus memastikan penderita COVID-19 mendapatkan penanganan dini.Tetap semangat menjalani hari-harimu ya sob!!#bersamakominfo #KitaMakinTahu #KabarKominfo#RuangInfoKita","bersamakominfo, KabarKominfo, RuangInfoKita, KitaMakinTahu",4,FALSE,NA,181,19,11
"183","ig183","GraphImage",2020-11-13 18:04:55,"We all have a role to play to #breakthechain of #COVID19 transmission","breakthechain, COVID19",2,FALSE,NA,100,1,1
"184","ig184","GraphSidecar",2020-11-13 15:42:15,"Update Data COVID-19 di Jawa Barat 12 November 2020 (pk. 21.00)1. Update data kasusKasus Terkonfirmasi di Jawa Barat: 42.572 (+733)Isolasi/Dalam Perawatan: 9.728 (+188)Sembuh: 32.049 (+524)Meninggal: 795 (+21)2. Update jumlah pengetesanJumlah tes Covid-19 di Jawa Barat: 945.782RDT: 366.457PCR: 579.3253. Dari level kewaspadaan 27 Kabupaten/Kota, 7 daerah masuk Zona Risiko Rendah, 17 daerah Zona Risiko Sedang (Oranye), dan 3 daerah masuk Zona Risiko Tinggi (Merah). 4. Mari tingkatkan disiplin dengan selalu ingatkan sesama untuk patuhi protokol kesehatan 3M, yakni: memakai masker, menjaga jarak dan mencuci tangan kapanpun dan dimanapun berada.5. Dapatkan informasi lengkap perkembangan COVID-19 di Jawa Barat melalui website pikobar.jabarprov.go.id atau install aplikasi Pikobar di gawai anda!#JabarKita #JabarJuaraLahirBatin #JabarTanggapCovid19 #COVID19","JabarTanggapCovid19, COVID19, JabarJuaraLahirBatin, JabarKita",4,FALSE,NA,182,7,5
"185","ig185","GraphImage",2020-11-12 18:05:29,"Di Hari Kesehatan Nasional ini, diucapkan terima kasih dan penghargaan yang setinggi-tingginya kepada segenap jajaran kesehatan serta seluruh lapisanmasyarakat yang telah bahu membahu berjuang tanpa mengenal lelah disemua lini dalam melaksanakan pembangunan kesehatan demi mewujudkan Indonesiasehat.#HKN56 #dukungGERMAS #disiplinhidupsehat#gerakan56detik","HKN56, dukungGERMAS, gerakan56detik, disiplinhidupsehat",4,FALSE,NA,250,7,5
"186","ig186","GraphSidecar",2020-11-12 15:21:51,"Protokol kesehatan #CuciTanganPakaiSabun penting, karena dapat membunuh virus pembawa infeksi COVID-19.Lakukan cuci tangan dengan benar, yaitu pakai sabun dan di bawah air mengalir selama minimal 20 detik, atau cuci tangan dengan hand sanitizer dengan kandungan alkohol minimal 60%.Jangan lupa disiplin #PakaiMasker dan #JagaJarak juga agar makin terlindungi dari si virus!","PakaiMasker, JagaJarak, CuciTanganPakaiSabun",3,FALSE,NA,163,8,4
"187","ig187","GraphSidecar",2020-11-11 21:10:08,"Update Data COVID-19 di Jawa Barat 11 November 2020 (pk. 21.00)1. Update data kasusKasus Terkonfirmasi di Jawa Barat: 41.839 (+668)Isolasi/Dalam Perawatan: 9.540 (+229)Sembuh: 31.525 (+434)Meninggal: 774 (+5)2. Update jumlah pengetesanJumlah tes Covid-19 di Jawa Barat: 942.847RDT: 366.457PCR: 576.3903. Dari level kewaspadaan 27 Kabupaten/Kota, 7 daerah masuk Zona Risiko Rendah, 17 daerah Zona Risiko Sedang (Oranye), dan 3 daerah masuk Zona Risiko Tinggi (Merah). 4. Mari tingkatkan disiplin dengan selalu ingatkan sesama untuk patuhi protokol kesehatan 3M, yakni: memakai masker, menjaga jarak dan mencuci tangan kapanpun dan dimanapun berada.5. Dapatkan informasi lengkap perkembangan COVID-19 di Jawa Barat melalui website pikobar.jabarprov.go.id atau install aplikasi Pikobar di gawai anda!#JabarKita #JabarJuaraLahirBatin #JabarTanggapCovid19 #COVID19","JabarTanggapCovid19, COVID19, JabarJuaraLahirBatin, JabarKita",4,FALSE,NA,222,29,14
"188","ig188","GraphSidecar",2020-11-11 18:17:51,"Menyerahkan bantuan APD dari @eigeradventure dan @wakafsalman.itb untuk Puskesmas Leles, Kabupaten Garut. Angka kasus positif baru di Jawa Barat masih bertambah tiap harinya. Tetap disiplin laksanakan protokol kesehatan 3M ya, wargi Jabar. Mari bantu ringankan tugas tenaga medis dengan berusaha untuk tidak tertular dan tidak menularkan virus Covid-19. Stay healthy!#jabarquickresponse #jabartanggapcovid19#JabarSehatLahirBatin #ridwankamil #jawabarat #garut#JabarJuara #eigershare","jabartanggapcovid19, jawabarat, JabarSehatLahirBatin, ridwankamil, garut, JabarJuara, jabarquickresponse, eigershare",8,FALSE,NA,182,14,6
"189","ig189","GraphVideo",2020-11-11 16:14:04,"Selamat Sore Wargi Jabar <U+0001F929>.Wargi ingat kan? Pasti inget dong <U+0001F609>.5 hari kedepan kita harus dukung Jabar Juara investasi bareng Kang @ridwankamil di #WJIS2020 #RebanaMetropolitan...#JabarKita #JabarJuaraLahirBatin#AdaptasiKebiasaanBaruVideo Humas Jabar by @egiargatia..#banggajadiwargajabar #jawabarat #jabar #HumasJabar #gedungsate #westjava #RidwanKamil #UuRuzhanulUlum #2TahunJabarJuara #2TahunTetapTangguh#100TahunGedungSate #75TahunJabar #JabarSehatLahirBatin#JabarTanggapCovid19","100TahunGedungSate, westjava, RidwanKamil, AdaptasiKebiasaanBaru, 75TahunJabar, JabarJuaraLahirBatin, RebanaMetropolitan, banggajadiwargajabar, JabarTanggapCovid19, 2TahunJabarJuara, jawabarat, JabarSehatLahirBatin, HumasJabar, jabar, 2TahunTetapTangguh, WJIS2020, gedungsate, UuRuzhanulUlum, JabarKita",19,TRUE,1731,76,0,0
"190","ig190","GraphSidecar",2020-11-10 21:20:49,"Update Data COVID-19 di Jawa Barat 10 November 2020 (pk. 21.00)1. Update data kasusKasus Terkonfirmasi di Jawa Barat: 41.171 (+748)Isolasi/Dalam Perawatan: 9.311 (-162)Sembuh: 31.091 (+905)Meninggal: 769 (+5)2. Update jumlah pengetesanJumlah tes Covid-19 di Jawa Barat: 940.738RDT: 366.457PCR: 574.2813. Dari level kewaspadaan 27 Kabupaten/Kota, 7 daerah masuk Zona Risiko Rendah, 17 daerah Zona Risiko Sedang (Oranye), dan 3 daerah masuk Zona Risiko Tinggi (Merah). 4. Mari tingkatkan disiplin dengan selalu ingatkan sesama untuk patuhi protokol kesehatan 3M, yakni: memakai masker, menjaga jarak dan mencuci tangan kapanpun dan dimanapun berada.5. Dapatkan informasi lengkap perkembangan COVID-19 di Jawa Barat melalui website pikobar.jabarprov.go.id atau install aplikasi Pikobar di gawai anda!#JabarKita #JabarJuaraLahirBatin #JabarTanggapCovid19 #COVID19","JabarTanggapCovid19, COVID19, JabarJuaraLahirBatin, JabarKita",4,FALSE,NA,235,21,11
"191","ig191","GraphSidecar",2020-11-10 18:45:44,"Pandemi Covid-19 membawa dampak bagi masyarakat luas, tidak terkecuali bagi mereka yang berprofesi sebagai pelaku seni. Hal ini seperti yang dialami oleh Kang Aris seniman Reak asal Kecamatan Rancakalong.--Sebagai ungkapan keprihatinan dan rasa empati terhadap para pekerja seni, Jum'at (6/11/2020), Bupati Sumedang H. Dony Ahmad Munir datang berkunjung untuk bersilaturahmi ke Sanggar Reak Paninggaran Rancakalong.--Selain bersilaturahmi, dalam kesempatan itu, Bupati Dony memberikan bantuan sosial kepada Kang Aris dan memberikan bantuan anak yatim bernama Robi salah satu personel penabuh goong grup Reak Paninggaran.--<U+0001F4F8>Dok. Humas Sumedang--@dony_ahmad_munir@erwansetiawan54@hermansuryatman@ridwankamil@humas_jabar@humasseindonesia--#pakaimasker #cucitanganpakaisabun #jauhikerumunan #jagajarak #covid_19 #kitapastimenang","pakaimasker, jauhikerumunan, kitapastimenang, covid_19, cucitanganpakaisabun, jagajarak",6,FALSE,NA,220,11,6
"192","ig192","GraphImage",2020-11-10 15:04:57,"Sabtu sore ini kami mendistribusikan bantuan APD dari @eigeradventure dan @wakafsalman.itb untuk para tenaga medis RS Immanuel Kota Bandung. Semoga bantuan APD ini dapat bermanfaat dan membantu menunjang tugas-tugas mereka dalam menolong warga Jawa Barat melawan wabah Covid-19. Tetap semangat para tenaga medis!.#jabarquickresponse #jabartanggapcovid19 #ridwankamil #jawabarat #KitaPastiMenang #eiger #eigershare","jabartanggapcovid19, jawabarat, KitaPastiMenang, ridwankamil, jabarquickresponse, eiger, eigershare",7,FALSE,NA,143,0,0
"193","ig193","GraphSidecar",2020-11-09 21:51:32,"Update Data COVID-19 di Jawa Barat 9 November 2020 (pk. 21.00)1. Update data kasusKasus Terkonfirmasi di Jawa Barat: 40.423 (+330)Isolasi/Dalam Perawatan: 9.473 (-592)Sembuh: 30.186 (+920)Meninggal: 764 (+2)2. Update jumlah pengetesanJumlah tes Covid-19 di Jawa Barat: 936.014RDT: 366.457PCR: 569.5573. Dari level kewaspadaan 27 Kabupaten/Kota, 7 daerah masuk Zona Risiko Rendah, 17 daerah Zona Risiko Sedang (Oranye), dan 3 daerah masuk Zona Risiko Tinggi (Merah). 4. Mari tingkatkan disiplin dengan selalu ingatkan sesama untuk patuhi protokol kesehatan 3M, yakni: memakai masker, menjaga jarak dan mencuci tangan kapanpun dan dimanapun berada.5. Dapatkan informasi lengkap perkembangan COVID-19 di Jawa Barat melalui website pikobar.jabarprov.go.id atau install aplikasi Pikobar di gawai anda!#JabarKita #JabarJuaraLahirBatin #JabarTanggapCovid19 #COVID19","JabarTanggapCovid19, COVID19, JabarJuaraLahirBatin, JabarKita",4,FALSE,NA,213,14,8
"194","ig194","GraphSidecar",2020-11-09 18:53:40,"Update Mingguan Covid-1902 Nov - 08 Nov 2020Ingin tahu data Kota/Kabupaten di Jawa Barat dengan jumlah penambahan kasus positif, pasien sembuh dan meninggal dunia tertinggi dalam seminggu terakhir? Yuk, simak rekapan datanya pada konten di atas.Ikuti juga terus perkembangan data lengkap Covid-19 di Jawa Barat dengan mengakses website Pikobar atau download aplikasinya di App Store maupun Play Store.","",0,FALSE,NA,245,8,5
"195","ig195","GraphSidecar",2020-11-09 18:01:35,"Dalam rentang waktu 11 hari saja, Jawa Barat mengalami penambahan 5.000 kasus terkonfirmasi COVID-19. Pada 17 Oktober, tercatat 30.043 kasus. 11 hari kemudian, pada 28 Oktober, kasus kumulatif mencapai 35.148. Naiknya kasus terkonfirmasi harian dalam waktu yang relatif singkat perlu jadi pengingat bahwa kita harus terus mengerapkan protokol kesehatan demi lindungi diri sendiri dan orang lain dari Covid-19. Tindakan sederhana seperti tetap menghindari berkerumun dan mengenakan masker juga bisa membantu sistem kesehatan agar tidak kolaps.Ingat! Selalu terapkan 3M. Memakai Masker. Mencuci Tangan. Menjaga Jarak.","",0,FALSE,NA,351,38,19
"196","ig196","GraphSidecar",2020-11-08 21:22:32,"Update Data COVID-19 di Jawa Barat 8 November 2020 (pk. 21.00)1. Update data kasusKasus Terkonfirmasi di Jawa Barat: 40.093 (+479)Isolasi/Dalam Perawatan: 10.065 (-147)Sembuh: 29.266 (+625)Meninggal: 762 (+1)2. Update jumlah pengetesanJumlah tes Covid-19 di Jawa Barat: 930.464RDT: 366.457PCR: 564.0073. Dari level kewaspadaan 27 Kabupaten/Kota, 3 daerah masuk Zona Risiko Rendah, 23 daerah Zona Risiko Sedang (Oranye), dan 1 daerah masuk Zona Risiko Tinggi (Merah). 4. Mari tingkatkan disiplin dengan selalu ingatkan sesama untuk patuhi protokol kesehatan 3M, yakni: memakai masker, menjaga jarak dan mencuci tangan kapanpun dan dimanapun berada.5. Dapatkan informasi lengkap perkembangan COVID-19 di Jawa Barat melalui website pikobar.jabarprov.go.id atau install aplikasi Pikobar di gawai anda!#JabarKita #JabarJuaraLahirBatin #JabarTanggapCovid19 #COVID19","JabarTanggapCovid19, COVID19, JabarJuaraLahirBatin, JabarKita",4,FALSE,NA,213,14,7
"197","ig197","GraphVideo",2020-11-08 18:00:14,"Sampurasun Para Wargi!Bupati Garut Rudy Gunawan selaku Ketua Tim Gugus TugasPercepatan Penanganan Covid-19 Kabupaten Garut, menginstruksikan seluruh Ketua Tim Gugus Tugas mulai tingkat kecamatan, kelurahan dan desa untuk Siaga selama 24 jam, menyusul kian merebaknya (outbreak) penyebaran virus corona di masyarakat.Rudy mengingatkan seluruh Satgas, akan bahaya ini, dimana satu orang yang positif, setelah dilakukan tracing menghasilkan lebih dari 15 orang terkonfirmasi covid-19. Untuk itu, imbuhnya, ia menginstruksikan seluruh anggota satgas untuk segera mengisolasi mereka yang positif di bawa ke RSUD dr Slamet (bagi yang bergejala) maupun ke RS Medina (bagi yang tidak bergejala).Kepada RSUD dr. Slamet Garut dan Dinas Kesehatan, ia menginstruksikan untuk bersiaga 24 Jam. ""Kami Pimpinan Daerah; Bupati, Wakil Bupati, Kapolres, Dandim, Ketua DPRD, Kepala Kejaksaan Negeri dan tentu seluruh anggota Satgas (Covid-19) akan bersiaga 24 jam, karena situasi ini sangat berbahaya,"" pungkasnya.(Foto: Dok / Diskominfo Garut)https://www.garutkab.go.id/#pemkabgarut#infopemkabgarut#garutnewnormal#garutbertakwdamajudansejahtera","garutnewnormal, infopemkabgarut, pemkabgarut, garutbertakwdamajudansejahtera",4,TRUE,14678,300,27,24
"198","ig198","GraphImage",2020-11-08 15:07:50,"Selamat berakhir pekan, Wargi Jabar! <U+0001F60E>Apapun kegiatannya wajib untuk selalu waspada yaa, karena virus Covid-19 masih ada di sekitar kita. Mari disiplin menerapkan protokol kesehatan <U+0001F637><U+0001F44D><U+0001F3FB>#TransportasiJuara #BersatuMelawanCovid19 #75TahunJabar #DishubJabar #IndonesiaKerjaBersama #JabarJuara #JabarTanggapCovid19 #JabarJuaraLahirBatin","JabarTanggapCovid19, DishubJabar, IndonesiaKerjaBersama, 75TahunJabar, BersatuMelawanCovid19, JabarJuaraLahirBatin, JabarJuara, TransportasiJuara",8,FALSE,NA,431,24,15
"199","ig199","GraphSidecar",2020-11-07 21:36:07,"Update Data COVID-19 di Jawa Barat 7 November 2020 (pk. 21.00)1. Update data kasusKasus Terkonfirmasi di Jawa Barat: 39.614 (+476)Isolasi/Dalam Perawatan: 10.212 (+14)Sembuh: 28.641 (+462)Meninggal: 761 (-0)2. Update jumlah pengetesanJumlah tes Covid-19 di Jawa Barat: 928.633RDT: 366.457PCR: 562.1763. Dari level kewaspadaan 27 Kabupaten/Kota, 3 daerah masuk Zona Risiko Rendah, 23 daerah Zona Risiko Sedang (Oranye), dan 1 daerah masuk Zona Risiko Tinggi (Merah). 4. Mari tingkatkan disiplin dengan selalu ingatkan sesama untuk patuhi protokol kesehatan 3M, yakni: memakai masker, menjaga jarak dan mencuci tangan kapanpun dan dimanapun berada.5. Dapatkan informasi lengkap perkembangan COVID-19 di Jawa Barat melalui website pikobar.jabarprov.go.id atau install aplikasi Pikobar di gawai anda!#JabarKita #JabarJuaraLahirBatin #JabarTanggapCovid19 #COVID19","JabarTanggapCovid19, COVID19, JabarJuaraLahirBatin, JabarKita",4,FALSE,NA,196,11,7
"200","ig200","GraphVideo",2020-11-07 18:49:39,"“Mens Sana In Corpore Sano""Sebuah ungkapan yang memiliki arti ''di dalam tubuh yang sehat, terdapat jiwa yang kuat"".Banyak penelitian membuktikan bahwa dengan berolahraga memiliki manfaat bagi tubuh maupun mental manusia.Di masa Pandemi Covid-19 Kita harus menjaga immunitas tubuh kita salah satunya dengan berolah raga secara teratur.Meskipun sedang berolah raga kita dapat membayar Pajak Kendaraan Bermotor Tahunan melalui aplikasi Sambara.Bayar Pajaknya dan dapatkan Keuntungan Program Triple Untung Plus, Bebas Bea Baliknama kendaraan bermotor ll Diskon PKB Bebas Denda PKB dan banyak lainnya.Hanya sampai 23 Desember 2020Yuks...Segera manfaatkan@ridwankamil@ruzhanul@swangsaatmaja@widiatmokohening@firmanadam687@humas_jabar@disporajabar<U+0001F4FD> @wibawa.hadiman @ agung_yunia @bil.sign#ProgramTripleUntungPlus#BapendaJabar#SamsatJabar#BebasBBNKBII#BebasDendaPKB#BebasProgresif#DiskonPajakKendaraan#DiskonTunggakanPKB#DiskonBBNKBI#75TahunJabar#RidwanKamil #JawaBarat #JabarTanggapCovid19#TripleUntungPlus #JabarSehatLahirBatin #Jabar","DiskonBBNKBI, DiskonTunggakanPKB, JabarTanggapCovid19, RidwanKamil, TripleUntungPlus, DiskonPajakKendaraan, 75TahunJabar, JabarSehatLahirBatin, BebasProgresif, BapendaJabar, BebasDendaPKB, JawaBarat, Jabar, ProgramTripleUntungPlus, BebasBBNKBII, SamsatJabar",16,TRUE,1658,51,0,0
"201","ig201","GraphImage",2020-11-07 15:10:18,"Halo warginet!.Balik lagi di hoaks vs fakta! Masih berkaitan dengan masker nih, katanya masker medis ada antena 5G?? Wahh ngasal banget tuh <U+0001F92D> Padahal strip logam dalam masker berfungsi untuk membentuk masker di hidung agar pas dan nyaman. Jadi, bukan antenna 5G ya warginet hihihi","",0,FALSE,NA,202,27,16
"202","ig202","GraphSidecar",2020-11-06 21:23:24,"Update Data COVID-19 di Jawa Barat 6 November 2020 (pk. 21.00)1. Update data kasusKasus Terkonfirmasi di Jawa Barat: 39.138 (+587)Isolasi/Dalam Perawatan: 10.198 (+146)Sembuh: 28.179 (+451)Meninggal: 761 (+0)2. Update jumlah pengetesanJumlah tes Covid-19 di Jawa Barat: 926.327RDT: 366.457PCR: 559.8703. Dari level kewaspadaan 27 Kabupaten/Kota, 3 daerah masuk Zona Risiko Rendah, 23 daerah Zona Risiko Sedang (Oranye), dan 1 daerah masuk Zona Risiko Tinggi (Merah). 4. Mari tingkatkan disiplin dengan selalu ingatkan sesama untuk patuhi protokol kesehatan 3M, yakni: memakai masker, menjaga jarak dan mencuci tangan kapanpun dan dimanapun berada.5. Dapatkan informasi lengkap perkembangan COVID-19 di Jawa Barat melalui website pikobar.jabarprov.go.id atau install aplikasi Pikobar di gawai anda!#JabarKita #JabarJuaraLahirBatin #JabarTanggapCovid19 #COVID19","JabarTanggapCovid19, COVID19, JabarJuaraLahirBatin, JabarKita",4,FALSE,NA,208,12,6
"203","ig203","GraphVideo",2020-11-06 19:38:08,"To keep your home and yourself safe from #COVID19, clean your house <U+0001F3E0>regularly, particularly surfaces touched regularly","COVID19",1,TRUE,2879,97,3,3
"204","ig204","GraphImage",2020-11-06 15:21:17,"Tetap berpikir positif saat #dirumahaja weekend ini. Jalankan hobi, hindari berita yang meresahkan, dan tetap berkomunikasi dengan teman-teman dan keluarga secara virtual ya <U+0001F44B><U+0001F933>","dirumahaja",1,FALSE,NA,107,0,0
