"","post_id","comments_username","comments_timestamp","comments_text"
"3019","ig219","yuninursya",2020-11-01 17:57:58,"Selamat malam..mohon maaf ... Perihal #bansosjabarjuara saya cuma dapet satu kali ajaa bulan mei ...sampai saat ini ga dapet lagi...pembagian hari kemarin yg keluar namanya di RW saya cuma satu orang...mohon maaf sekali ini bagaimana mekanisme nya...maaf sudah lancang"
"3020","ig219","aniehsgn",2020-11-03 08:33:50,"Sy sdh dapet #bansosjabarjuara , semoga dapet tidak cuma sekali aza ya."
"3021","ig219","pikobar_jabar",2020-11-03 09:07:38,"@yuninursya Sampurasun wargi, mohon maaf atas ketidaknyamanannya. Bila anda sudah mendapatkan bansos di tahap awal dan ingin mendapatkan lagi ditahap berikutnya maka anda harus mendaftarkan ulang ke RT/RW/Pemdes atau bisa lewat aplikasi Pikobar. Namun bila anda tidak mendapatkannnya juga ada kemungkinan aduan anda ditolak. Hatur nuhun. <U+0001F64F> ^"
"3022","ig219","pikobar_jabar",2020-11-03 09:12:04,"@joanamarrey Sami-sami wargi, terima kasih atas masukan dan sarannya. Semoga banprov Jabar yang kami bagikan bermanfaat ya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3023","ig219","pikobar_jabar",2020-11-03 09:46:58,"@aniehsgn Alhamdulillah, semoga bermanfaat banprov Jabar yang kami bagikan. Silakan dipergunakan dengan baik dan bijak. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3024","ig219","yuninursya",2020-11-03 15:46:19,"@pikobar_jabar hatur nuhun admin @pikobar_jabar parantos kersa ngawaler pertarosan...jadi gini pak admin...masalahnya bukan saya ingin dapet lagi cuma ingin jawaban yg memuaskan saja...melihat orang lain yg istilah nya berada bermobil rumah layak selalu dapet setiap bulan Yg 600rb...ini yg dari pemprov saya yg hanya dpt penghasilan dr burub garmen ga dapet lagi...kalo kayak gini mah bisa bikin kecemburuan sosial...seolah olah d pikiran saya itu loh saya knpa ga dapet apa saya bukan orang jabar...pdhl saya tinggal d jabar taat pajak sllu apapun juga bayar sendiri..mohon maaf min tolong kasih solusi terbaik buat #bansosjabarjuara ... Hatur nuhun"
"3025","ig219","pikobar_jabar",2020-11-04 07:34:23,"@yuninursya Alhamdulillah, semoga bermanfaat banprov Jabar yang kami bagikan. Terima kasih juga atas saran dan masukannya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3026","ig219","uchulld21",2020-11-04 15:18:33,"Assalamualaikum wr wb sebelum nya mohon maaf udah berkritik .terima kasih atas semua bantuan dari pemprov jabar sangat bermanfaat bagi yang membutuhkan nya saran dari saya untuk pembagian sembako nya lebih yang membutuhkan kebayakan uang tunai karena kebutuhan tiap orang beda beda. Dan ada yang gak ada kebagian sembako nya kasian lebih di update lagi data warga jabar nya terimakasih atas perhatiannya @pemprov jabar juara lahir batin"
"3027","ig219","pikobar_jabar",2020-11-04 16:03:21,"@uchulld21 Alhamdulillah, semoga bermanfaat banprov Jabar yang kami bagikan. Silakan dipergunakan dengan baik dan bijak. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3028","ig220","hielmannuraddin",2020-10-31 21:50:07,"Min punten tnya utk yg kab ciamis semuanya 0, apakah sudah tdk ada kasus lg?"
"3029","ig220","kpm_dr_sindanglaut2020",2020-11-01 11:42:23,"#BANSOSJABARJUARA"
"3030","ig220","kpm_dr_sindanglaut2020",2020-11-01 11:42:29,"#BANSOSJABARJUARA"
"3031","ig220","mbagus71",2020-11-01 13:38:51,"selamat siang @pikobar_jabar  bapak atau ibu yang terhormat, Bansos Provinsi Jabar kenapa engga tepat sasaran, orang yang menerima bansos provinsi Jabar kebanyak di desa kami yang bansos PKH kartu pra sejahtera. dan ada lagi 9 orang yang menerima bansos PKH kartu pra sejahtera engga menerima bansos sembako dan uang udah 2x ini, padahal orang-orang menerima baik sembako + uang melalui PKH kartu pra Sejaterah. kami udah mengadu ke dinsos kab cirebon jawabannya"
"3032","ig220","mbagus71",2020-11-01 13:44:50,"@pikobar_jabar yang menerima bansos PKH tiap bulan dapat sembako dan uang, 9 orang ini engga dapat sudah 2x ini. dan ada lagi masalah Banpres BPUM UMKM, orang yang berjualan bertahun-tahun mengajukan banpres BPUM UMKM engga dapat, dan orang cuma modal 20 ribu engga jualan mengajukan banpres BPUM UMKM malah dapet, itu aneh, desa kami engga bisa meng"
"3033","ig220","rosykren",2020-11-01 16:00:02,"Kalau perkecamatan bisa akses dimana"
"3034","ig220","gugun7146",2020-11-01 16:00:55,"Semoga kedepannya lebih tepat sasaran#BANSOSJABARJUARA"
"3035","ig220","pikobar_jabar",2020-11-02 22:04:46,"@hielmannuraddin Kab Ciamis masih ada penambahan kasus kang, mohon selalu waspada. <U+0001F64F><U+0001F64F> ^"
"3036","ig220","hielmannuraddin",2020-11-02 22:09:59,"@pikobar_jabar iya min siap, ig covid kab nya udh gak update lg min jd kudet"
"3037","ig220","pikobar_jabar",2020-11-03 09:24:29,"@rosykren Sampurasun wargi, anda bisa mengecek di Humas kota/kab di website resminya atau lewat Instagram ^"
"3038","ig220","pikobar_jabar",2020-11-03 09:28:39,"@gugun7146 Sami-sami wargi, terima kasih atas masukan dan sarannya <U+0001F64F> ^"
"3039","ig220","rosykren",2020-11-03 20:17:50,"@pikobar_jabar nama instagramnya apa"
"3040","ig220","deis_kia",2020-11-04 05:25:34,"@pikobar_jabar Mudah""an kedepannya untuk pemberian bansos bisa merata dan bersamaan  agar tidak ada saling kecemburuan sosial antara yg dpt duluan sama yg baru dpt soal jumlah dan jenis bantuan <U+0001F64F>"
"3041","ig220","pikobar_jabar",2020-11-04 07:01:26,"@deis_kia Aminn, terima kasih atas masukannya. <U+0001F64F> <U+0001F64F> ^"
"3042","ig220","pikobar_jabar",2020-11-04 07:23:24,"@rosykren Sampurasun wargi, bagaimana maksudnya ya? ^"
"3043","ig220","deis_kia",2020-11-04 08:11:56,"@pikobar_jabar <U+0001F44D><U+0001F44D>"
"3044","ig222","globalelite.asia",2020-10-31 15:43:37,"Harusnya perketat juga yang benar-benar ketat orang keluyuran"
"3045","ig222","naylatensy",2020-10-31 17:29:20,"Trima Kasih atas bantuannya,,,saya dari desa,Rambatan wetan, kec sindang, kab indramayu ,bansos Udh nyampe di rumah skrng Lgi di nikmatin,,,,,moga sehat selalu kang EMIL,,,, ass"
"3046","ig222","susantoyantoedo",2020-10-31 18:14:07,"Terima kasih..selama pademi ,orangtua saya tidak pernah dapat bantuan sama sekali.padahal sudah lama tidak berkerja dan kondisi sedang sakit sakitan.."
"3047","ig222","nta_novita06",2020-10-31 19:13:29,"Tlg adain tes swab massal d pesantren!sodara sy disuruh pulang tanpa ada konfirmasi sblmnya dr pondok,disuruh periksa d luar dgn surat rekomendasi berobat d luar dgn keluhan hilang indera perasa,seolah sakit biasa,hsl wab POSITIF,skrg anggota keluarga lain lg nunggu hsl swab,dianggap sbg klaster keluarga,kenapa ga diadakan massal disana?alesannya bbrp anak hslnya negatif,pdhl siapa yg tau udh dites atw blm?pihak terkait mengabaikan protokol kesehatan dan menyepelekan wabah!"
"3048","ig222","nazwazeinela",2020-11-01 09:20:37,"Kang admin Punten abdi atos ngajengkeun bantuan kanggo tatanggi sekitar, atos masuk verifikasi tahap 3, tapi pihak rw na samasekali teu ngartos perkawis sapawarga, janten abdi kedah kumaha hawatos kang seuer tatanggi nu teu kenging bantosan da teu aya pendataan ti awal pandemi oge<U+0001F62D><U+0001F62D><U+0001F62D>"
"3049","ig222","pikobar_jabar",2020-11-02 22:45:51,"@globalelite.asia Siap selalu <U+0001F44D><U+0001F44D> ^"
"3050","ig222","pikobar_jabar",2020-11-02 22:47:31,"@naylatensy Alhamdulillah, semoga bermanfaat banprov Jabar yang kami bagikan. Silakan dipergunakan dengan baik dan bijak. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3051","ig222","pikobar_jabar",2020-11-02 22:49:09,"@susantoyantoedo Mohon melapor ke RW setempat atau buat aduan mandiri melalui fitur aduan pada aplikasi Pikobar. <U+0001F64F><U+0001F64F> ^"
"3052","ig222","pikobar_jabar",2020-11-02 22:50:14,"@nta_novita06 Terima kasih atas informasinya wargi. Mohon dilaporkan ke puskesmas setempat untuk diperiksa dan ditindaklanjuti. <U+0001F64F><U+0001F64F> ^"
"3053","ig222","pikobar_jabar",2020-11-03 10:46:59,"@nazwazeinela Sampurasun wargi. Punten teh, kedahna upami RW kirang ngartos perkawis Sapawarga aya laporan ka pemdes atawa dibantosan ku panitia/warga sakitar pikeun nguruskeun pendataan sareng pengajuan banprov ti Sapawarga. <U+0001F64F><U+0001F64F> ^"
"3054","ig223","iiswans1405",2020-10-30 22:57:55,"Semoga setiap hari berkurang terus dan musnah aamiin sehat terus min"
"3055","ig223","ali.fhakim",2020-10-31 05:36:03,"Jabar bisa jabar juara"
"3056","ig223","rangga.mauluda",2020-10-31 06:49:28,"Min ada test swab gratis gak ya di kab. Garut?"
"3057","ig223","ikafantani",2020-10-31 12:02:17,"Semoga secepatnya teratasi#BANSOSJABARJUARA"
"3058","ig223","diah_lestari06",2020-10-31 13:08:04,"Semoga jabar dijauhkan dari covid selalu di berikan kesehatan amin selalu jaga jarak dimana pun kita berada semangat jabar pasti bisa<U+0001F4AA> #BANSOSJABARJUARA"
"3059","ig223","pikobar_jabar",2020-11-02 06:52:59,"@iiswans1405 Aminn <U+0001F64F><U+0001F64F> ^"
"3060","ig223","pikobar_jabar",2020-11-02 21:33:40,"@ali.fhakim #JabarJuara <U+0001F64F><U+0001F64F> ^"
"3061","ig223","pikobar_jabar",2020-11-02 21:37:17,"@aconk09 Bila mempunyai gejala COVID-19 dan riwayat kontak erat dengan terkonfirmasi, dapat lapor ke puskesmas terdekat untuk diperiksa secara gratis karena merupakan sasaran dari contact tracing. <U+0001F64F><U+0001F64F> ^"
"3062","ig223","pikobar_jabar",2020-11-02 22:39:03,"@ikafantani Aamiin #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3063","ig223","pikobar_jabar",2020-11-02 22:41:09,"@diah_lestari06 #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3064","ig223","rangga.mauluda",2020-11-03 06:59:54,"@pikobar_jabar baik terimakasih infonya <U+0001F64F>"
"3065","ig223","pikobar_jabar",2020-11-03 09:48:15,"@aconk09 Sami-sami <U+0001F64F> ^"
"3066","ig224","faulina.irma",2020-11-03 09:32:48,"@pikobar_jabar insyaaAlloh bermanfaat..dan mohon curhatan sayanya diperhatikan..makasih<U+0001F64F>"
"3067","ig224","pikobar_jabar",2020-11-03 09:33:42,"@erzerianna Waalaikumsalan wargi, terima kasih atas masukan dan sarannya. Semoga banprov Jabar yang kami bagikan bermanfaat ya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3068","ig224","pikobar_jabar",2020-11-03 09:34:15,"@chrisna3005 Waalaikumsalan wargi, terima kasih atas masukan dan sarannya. Semoga banprov Jabar yang kami bagikan bermanfaat ya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3069","ig224","pikobar_jabar",2020-11-03 09:35:46,"@mardi449 Sampurasun wargi, mohon maaf atas ketidaknyamanannya. Untuk saat ini pendaftaran bansos Jawa Barat tahap 4 belum dibuka <U+0001F64F> ^"
"3070","ig224","pikobar_jabar",2020-11-03 09:37:34,"@agungriyanto89 Waalaikumsalan wargi, terima kasih atas masukan dan sarannya. Semoga banprov Jabar yang kami bagikan bermanfaat ya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3071","ig224","pikobar_jabar",2020-11-03 09:39:18,"@delisdurotunasihat Sampurasun wargi, untuk pemotongan dari 100ribu menjadi 75ribu itu disebabkan karena apa ya? bisa dijelaskan? ^"
"3072","ig224","pikobar_jabar",2020-11-03 09:41:27,"@nendennur3 Sampurasun wargi, terkait bansos kami sudah memiliki 27 tahapan cleansing data agar sesuai dengan target. Kami juga mempunyai fitur baru untuk penolakan dan penjelasan alasannya. Hatur nuhun <U+0001F64F><U+0001F64F> ^"
"3073","ig224","pikobar_jabar",2020-11-03 09:42:00,"@asepharyadi973 Waalaikumsalan wargi, terima kasih atas masukan dan sarannya. Semoga banprov Jabar yang kami bagikan bermanfaat ya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3074","ig224","pikobar_jabar",2020-11-03 09:46:12,"@wwanilaherudin Semoga banprov Jabar yang kami bagikan bermanfaat ya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3075","ig224","pikobar_jabar",2020-11-03 09:47:50,"@okhanmarwandi Alhamdulillah, semoga bermanfaat banprov Jabar yang kami bagikan. Terima kasih juga atas saran dan masukannya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3076","ig224","wwanilaherudin",2020-11-03 09:57:59,"@pikobar_jabar oke #BANSOSJABARJUARA"
"3077","ig224","sigitsugenxz",2020-11-03 11:38:13,"@pikobar_jabar upami di sapawarga tos aya nami terdaftar... Tapi pas ka desa teu aya... Eta kumaha min.. Nyuhunkeun infona supados infona valid"
"3078","ig224","tutihadianti20",2020-11-03 21:50:34,"@khrmala sama seperti dikampung saya ,setelah dfoto uang nya disuru d simpen lg dan saya melihat uang yg ada pada kartu pada dcopotin dan d simpen dtas kartu nya pada d isi oleh pengurus ,dan saya mendengar percakapan mereka bahwa itu cuma syarat aja katanya dri tiap bantuan pasti uang nya pada ga dikasihin ,katanya sih untuk warga yg tdak mendapat bantuan @pikobar_jabar"
"3079","ig224","pikobar_jabar",2020-11-03 22:37:02,"@dewisarilah Pembagian tunai sampai saat ini sudah dibagikan 3x, yang pertama dan kedua Rp 250.000, namun di tahap ketiga ada pengurangan menjadi Rp 100.000. Bila menemukan penerima banprov yang tidak tepat sasaran dapat dilaporkan melalui website solidaritas.jabarprov.go.id, silakan cari nama penerima yang tidak tepat sasaran dan gunakan fitur ""adukan orang ini"". Hatur nuhun. ^"
"3080","ig224","pikobar_jabar",2020-11-03 22:38:06,"@arrozie_olshop Alhamdulillah, semoga banprov yang kami berikan bermanfaat. Silakan dipergunakan dengan bijak dan sebaik mungkin. Terima kasih juga atas doa dan masukannya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3081","ig224","pikobar_jabar",2020-11-04 01:12:02,"@susiilwati Terima kasih atas saran dan masukannya. Semoga banprov Jabar yang kami bagikan bermanfaat ya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3082","ig224","pikobar_jabar",2020-11-04 01:19:38,"@bunda_levina Alhamdulillah, semoga banprov yang kami berikan bermanfaat. Silakan dipergunakan dengan bijak dan sebaik mungkin. Terima kasih juga atas doa dan masukannya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3083","ig224","pikobar_jabar",2020-11-04 01:21:08,"@cacanrimba Sampurasun wargi, apakah sudah melapor ke RW setempat? Untuk mendapatkan bantuan, warga harus didata dan diajukan oleh RW setempat ke aplikasi Sapawarga. Hatur nuhun. ^"
"3084","ig224","pikobar_jabar",2020-11-04 01:50:51,"@neng.n.elah Apakah namanya muncul di website Solidaritas? Bila ada namanya, mohon dikonfirmasi ke RW setempat ya. <U+0001F64F><U+0001F64F> ^"
"3085","ig224","pikobar_jabar",2020-11-04 01:51:41,"@eros_baros Sampurasun wargi, bila menemukan penerima banprov yang tidak tepat sasaran dapat dilaporkan melalui website solidaritas.jabarprov.go.id, silakan cari nama penerima yang tidak tepat sasaran dan gunakan fitur ""adukan orang ini"". Hatur nuhun. ^"
"3086","ig224","pikobar_jabar",2020-11-04 02:04:18,"@faulina.irma Sami-sami wargi jabar. Semoga sehat selalu dan dilancarkan rezekinya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3087","ig224","pikobar_jabar",2020-11-04 07:49:53,"@sigitsugenxz Sampurasun wargi, ada kemungkinan anda tidak lolos ditahap cleansing data selanjutnya. Silakan bisa ditanyakan ke RW setempat <U+0001F64F><U+0001F64F> ^"
"3088","ig224","destyana.ayu",2020-11-04 13:57:25,"Assalamualaikum,hatur nuhun ka pa @ridwankamil dan para jajarannya  pemrov jabar yang telah mendistribusikan bansos tahap 3 dan alhamdulilah atos ka tampi bantosana. sarannya untuk pemrov jabar lebih diperhatikan lagi sewaktu pembagian bansos sebaiknya lebih diperketat lagi karna yang saya lihat kemarin warga masih berdesak²an bagaimana bisa memutuskan mata rantai #covid_19 kalau misalnya masi seperti itu ya lebih baik nanti dilain waktu kalo ada pembagian bansos lagi warga sebaiknya diberi waktu persesi jadi tidak semuanya di hari itu dan semoga virus ini cepet berlalu aamiin.Hatur nuhun dan terimakasih"
"3089","ig224","destyana.ayu",2020-11-04 13:58:17,"#bansosjabarjuara"
"3090","ig224","pikobar_jabar",2020-11-04 15:10:40,"@santi.anggra76 Sampurasun wargi, bila menemukan indikasi pungutan liar di daerah Anda, silakan laporkan ke: http://www.siberli.jabarprov.go.id, (022) 422-4856, saberpunglijabar@gmail.com. Hatur nuhun. ^"
"3091","ig224","santi.anggra76",2020-11-04 15:15:56,"@pikobar_jabar utk BPUM kami d minta uang kolektif 40rb..katanya utk ngurus SKU n lain2..blm tentu dapet tp sdh keluar biaya..ampun Gusti<U+0001F64F><U+0001F64F>"
"3092","ig224","pikobar_jabar",2020-11-04 15:55:54,"@destyana.ayu Alhamdulillah, semoga bermanfaat banprov Jabar yang kami bagikan. Terima kasih juga atas saran dan masukannya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3093","ig224","pikobar_jabar",2020-11-04 16:02:51,"@santi.anggra76 Mohon maaf wargi, terkait informasi mengenai BPUM silakan hubungi 1500 587 atau @kemenkopukm ya. Hatur nuhun. ^"
"3094","ig224","eros_baros",2020-11-04 16:04:58,"@santi.anggra76 dijamin dapet tidak. PUNGLI dasar"
"3095","ig224","fdylalala",2020-11-04 17:47:52,"Alhamdulillah terimakasih bantuan pemerintah jabar, Alhamdulillah ibu aku selalu dpet insyaallah bantuan tersebut akan di gunakan dengan sebaik mungkin, saran nya semoga kedepan nya pembagian bantuan bansos lebih merata lagi. sukses selalu buat pemerintah jabar <U+0001F64F><U+0001F3FB> #BANSOSJABARJUARA"
"3096","ig224","pikobar_jabar",2020-11-04 21:50:35,"@fdylalala Alhamdulillah, semoga bermanfaat banprov Jabar yang kami bagikan. Silakan dipergunakan dengan baik dan bijak. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3097","ig224","iismulyani0719",2020-11-06 18:14:12,"Assalamualaikum wr.wb... wilujeng wengi bapak @ridwankamil... Haturnuhun Alhamdulillah katampi pisan bansos tahap 3 anu parantos di luncurkeun kanggo masyarakat, mugia manfaat barokah kanggo masyarakat... O iya bapak adakah perencanaan lagi untuk penambahan bantuan bagi masyarakat yang belum dapat....??? Sebelumnya warga saya sudah terdata akan tetapi banyak warga tahap 2dan 3 tidak mendapatkan bantuan...??? Kenapa bisa seperti itu ya pak mohon penjelasannya....? Terimakasih semoga bapak senantiasa ada dalam lindungan Allah SWT disehatkan jasmani dan ruhani Aamiin ya Allah ya robbal alamiin... Terimakasih wassalam...<U+0001F64F><U+0001F64F><U+0001F64F>"
"3098","ig224","imaskurniasi1010",2020-11-06 20:53:01,"Alhamdulillah keluarga kecil saya mendapat bansos ini. Terima kasih kepada pemerintah jabar atas kepeduliannya kpd rakyat kecil, bantuan ini sangat bermanfaat dan membantu meringankan beban rumah tangga #BANSOSJABARJUARA Semoga secepatnya ada vaksin untuk virus corona ini. Dan saran saya bansos nya harus tepat sasaran mungkin untuk isi sembako nya harus ada terigu, kecap, biskuit.<U+0001F60A><U+0001F917> Sukses selalu pemprov jabar. #bansosjabarjuara"
"3099","ig224","pikobar_jabar",2020-11-07 11:44:54,"@imaskurniasi1010 Alhamdulillah, semoga bermanfaat banprov Jabar yang kami bagikan. Terima kasih juga atas saran dan masukannya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3100","ig224","pikobar_jabar",2020-11-07 11:58:01,"@iismulyani0719 Waalaikumsalan wargi, terima kasih atas masukan dan sarannya. Semoga banprov Jabar yang kami bagikan bermanfaat ya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> 

Terkait warga yang sudah mendata namun tidak mendapatkan bantuan, ada kemungkinan aduannya tidak lolos di tahap Cleansing Data. Untuk kejelasan penolakan aduan bisa dilihat di website Solidaritas. Hatur nuhun. ^"
"3101","ig224","iismulyani0719",2020-11-07 13:28:32,"@pikobar_jabar o iya pak itu pas dicek di website solidaritas ada yang ditolak ada juga yang berhasil antar,kalo yang berhasil antar itu penjelasan gimana pak ya...??? Untuk tahap selanjutnya apakah akan ada lagi bantuan sembako pak kalo boleh tau perkiraan bantuan ini sampai tahap berapa ???"
"3102","ig224","rengganisnita",2020-11-07 14:57:45,"@pikobar_jabar terima kasih tanggapan nya. Berarti yg pihak yg mendata ( RW) dan panitia yg input datanya yg kemungkinan tdk mem"" filter"" dgn betul2.."
"3103","ig224","mbagus71",2020-11-07 15:59:10,"@pikobar_jabar semoga kedepan masalah bansos provinsi Jabar tepat sasaran, jangan di ulangi lagi, kebanyakan bansos provinsi Jabar dari tahap 1 sampe 3 engga tepat sasaran karena yang dapat kebanyakan keluarga RT, RW, dan perangkat desa padahal sudah dapat bansos terdaftar PKH dari kartu pra sejahtera. Yang miskin, jompo, janda, duda engga dapat. dengarkan apresiasi masyarakat, bila perlu data-data yang masi itu di ganti yang baru. dan petani padi kesejahteraan engga ada dan masalah bantuan engga tau menerima sedikitpun. Hatur Nuhun <U+0001F64F>. #BANSOSJABARJUARA"
"3104","ig224","mulyanaadiprayoga",2020-11-08 17:58:49,"Hatur nuhun pa sakie g katampi ku abdimah kulantaran bantuan kanggo abdimah iwal nu kie t ciga nu sanes nu panghasilanna ageng, kengengna oge langkung ageng"
"3105","ig224","asep.budiawan.790",2020-11-08 20:57:32,"Sampurasun .wilujeng wengi wargi jabar .hatur nuhun bansos jabar tos katampi .moga berkah"
"3106","ig224","asep.budiawan.790",2020-11-08 21:03:19,"Sampurasun .wilujeng wengi wargi jabar .hatur nuhun bansos. tos katampi moga berkah bermanfaat  smoga kedepan  bansosnya tambah bermutu  tepat waktu .jabar jadi nomer satu .wassalam"
"3107","ig224","kurniawati_resa",2020-11-09 17:54:34,"Htur nuhun Pemprov Jabar, bansos tahap 3 tos ktampi. Isi kantong langsung dipurak, alhmdllh berkah. Anak2 pda senang dpt susu kotak tpi ibu2 merana didaerah kmi Krn uang tunainya blm cair<U+0001F623><U+0001F62D><U+0001F62D>saran sya tolong lnjutkn bansos jabar ini Krn sngt mmbntu ekonomi msyrkt kecil khususnya yg gak dpt bansos dari Kemensos.Kalau bisa sistemnya Kya PKH, walau sedikit tpi manjang<U+0001F932><U+0001F92D>#bansosjabarjuara top markotop buat #pakridwankamil beserta jajarannya<U+0001F44D><U+0001F44D><U+0001F44D>"
"3108","ig224","pikobar_jabar",2020-11-10 22:39:46,"@iismulyani0719 Berhasil antar artinya sudah berhasil disalurkan wargi. Rencananya akan ada bantuan satu tahap lagi yaitu di tahap 4. ^"
"3109","ig224","pikobar_jabar",2020-11-10 22:58:41,"@mbagus71 Terima kasih atas saran dan masukannya wargi. <U+0001F64F> ^"
"3110","ig224","mbagus71",2020-11-10 23:24:30,"@pikobar_jabar hatur nuhun <U+0001F64F>, semoga Jawa Barat jadi provisi terbaik, baik infrastruktur nya, kesejahteraan masyarakat Jawa Barat. #Pikobar semoga jadi media mempersatu masyarakat Jabar #BANSOSJABARJUARA"
"3111","ig224","iismulyani0719",2020-11-11 04:31:00,"O iya seperti itu ya bapak<U+0001F60A>... Terimakasih banyak karena sudah berkenan menjawab pertanyaan"" dari saya... Semoga Jabar terus maju menuju  pada kemakmuran Haturnuhun bapak @ridwankamil <U+0001F60A><U+0001F60A><U+0001F64F><U+0001F64F><U+0001F64F>"
"3112","ig224","nurjamanhk",2020-11-11 14:08:51,"Saya warga garut tp tidak dapat bantuan apapun dari desa / kab / prov. padahal saya terdampak corona yang sampai saat ini masih dirumahkan"
"3113","ig224","abuy_yazid",2020-11-14 18:55:30,"Alhamdulillah pun biang tos nampi bantuan ti pemprov jabar, haturnuhun. biasana pun biang tara nampi bantuan naon wae oge, malah anu gaduh sadayana sok kengeng bantuan naon wae, abdi damel di bekasi rerencangan upami aya bantuan naon wae sok nampi padahal anjeunna sagala gaduh tp teu isin nampi bantosan wae da gaduh relasi d pemerintahan, punten k bapak2 atanapi ibu2 anu d pemprov d cek deui biar tepat sasaran, haturnuhun #BANSOSJABARJUARA"
"3114","ig224","ac0nk_br3y",2020-12-25 06:49:58,"Dah turun lg ea min, dulu bilang nya bansos propinsi 600, mohon penjelasan nya"
"3115","ig224","arifinhidayat07541",2020-12-26 10:22:19,"Tahap 4 udah turun tapi kenapa ga  ad sembakonya"
"3116","ig224","irish_anggaraksa",2020-11-02 11:02:21,"@pikobar_jabar sudah pak,,,,berkali2...lewat rw domisili udah 3x nyerahin persyaratan,,,lewat rt asal jg,,lewat online jg...tp ga ada apa2"
"3117","ig224","arrozie_olshop",2020-11-02 11:35:20,"Assalamualaikum,sampurasun haturnuhun ka pemerintah provinsi jabar ,bansos tahap 3 sudah saya terima dg baik,tanpa ada pemotongan,.bansos ini sangat membantu warga yang membutuhkan, kiranya bansos ini terarah sesuai sasaran,dan dapat  berlanjut meskipun nanti corona hilang, ada sedikit pantun ""pergi berenang ke kolam wera, rakyat  jabar senang,dapat bansos jabar juara"", ""ada belalang diatas rumput ""corona hilang,bansos jabar tetap berlanjut""<U+0001F932><U+0001F64F>#BANSOSJABARJUARA"
"3118","ig224","pikobar_jabar",2020-11-02 15:24:24,"@sitasalsabilah94 Ada kemungkinan anda tidak lolos tahap Cleansing Data ^"
"3119","ig224","pikobar_jabar",2020-11-02 15:37:03,"@har_zhie Alhamdulillah, semoga bermanfaat banprov Jabar yang kami bagikan. Terima kasih juga atas saran dan masukannya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3120","ig224","pikobar_jabar",2020-11-02 15:39:25,"@randy.hermawan_ Sampurasun wargi, terkait informasi penyaluran bansos silakan bertanya langsung ke PT POS setempat. Hatur nuhun ^"
"3121","ig224","pikobar_jabar",2020-11-02 15:41:51,"@innerohaeni Semoga banprov Jabar yang kami bagikan bermanfaat ya. #BANSOSJABARJUARA <U+0001F64F><U+0001F64F> ^"
"3122","ig224","susiilwati",2020-11-02 16:05:18,"saran saya , Pemerintah tidak hanya memperhatikan protokol kesehatan rakyat tapi harus memperhatikan juga ekonomi rakyat seperti membuat terobosan baru untuk para UMKM ( membuat website ataupun E-comerce ) untuk mempromosikan usaha kecil agar lebih berpotensi menciptakan SDM , karena dengan hal tersebut setidaknya pengangguran yang melonjak karena pandemi ini berkurang , tidak hanya itu untuk bantuan sosial pun harus tepat sasaran dan di periksa kembali , apakah yang menerima bantuan itu pantas untuk mendapatkan bantuan atau tidak . Terimakasih 
#BANSOSJABARJUARA"
"3123","ig224","pikobar_jabar",2020-11-02 16:08:20,"@irish_anggaraksa Ada kemungkinan pendaftarannya sudah ditutup untuk bansos tahap 4 <U+0001F64F> <U+0001F64F> ^"
"3124","ig224","pikobar_jabar",2020-11-02 16:10:36,"@billy_hardiansyah06 Sampurasun wargi, boleh minta identitas NIK dan nama pelapor, kabupaten/kota kecamatan, kelurahan/desa. Bisa dikirim lewat Pesan Pribadi atau DM. Hatur nuhun. ^"
